Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Miloš Vukojević,£800K  £2.4M,1.23,113,Serbian SuperLeague,,,,5.53,0.23,193,9%,628.2,0.17,,0.16,0.14,0.16,0.11,36%,1.32,0.06,26%,0.86,0.23,27%,8,13.1km,1.81,31.23,26.88,11.92,19.91,2.03,0.4,1.52,0.54,0.17,0.89,1.46,10.97,1.15,2.38,0,24%,1.55,93%,86%,10.09,0.03,0.54,1.38,0.06
,  ,David Ya'acov,£300K  £850K,1.35,111,Israeli Premier League,,,,4.33,0.05,96,6%,997.5,0.17,,0.16,0.09,0.16,0.1,43%,1.13,0.14,6%,0.68,0.05,7%,1,12.4km,1.26,38.26,33.25,10.65,15.47,2.89,0.41,1.58,0.68,0.5,0.9,1.71,12,1.04,2.17,0,26%,1.08,75%,87%,10.87,0,0.27,1.04,0.23
,  ,Damien Cazaurang,£450K  £1.3M,1,110,Israeli Premier League,,,,5.39,0.2,80,11%,668.5,0.14,,0.12,0.13,0.12,0.09,32%,1.08,0,20%,1.01,0.2,20%,3,12.5km,1.14,32.04,27.26,10.23,18.11,1.14,0.4,1.28,0.4,0.4,1.01,1.41,11.04,0.54,1.95,0,20%,1.14,81%,85%,9.09,0,0.34,0.54,0.13
Inj,  ,Sebastian Klith,£550K  £1.6M,1.69,110,Serbian SuperLeague,,,,4.63,0.05,99,9%,481.5,0.28,,0.25,0.19,0.25,0.12,34%,1.07,0,5%,0.89,0.05,5%,1,13.3km,1.73,30.61,25.47,12.34,18.5,2.01,0.56,2.06,0.7,0.14,0.75,1.96,10,1.07,2.52,0,23%,1.5,84%,83%,9.11,0.05,0.23,1.07,0.23
,  ,Vladimir Đorđević,£250K  £800K,1.27,110,Serbian SuperLeague,,,,4.53,0.74,159,10%,451.71,0.05,,0.27,0.2,0.27,0.14,36%,0.83,0,18%,4.04,0.74,18%,26,12.4km,1.94,29.94,24.68,12.67,17.08,2.28,0.74,1.91,0.68,0.31,1.05,1.79,4.04,1.22,3.59,0,18%,2.76,83%,82%,11.41,0,0.14,1.22,0.06
,  ,Adin Ličina,Not for Sale,2.1,127,Bulgarian First League,,,,4.42,0.26,152,10%,618.4,0.37,,0.13,0.15,0.13,0.09,27%,1.89,0.17,11%,7.51,1.02,14%,9,12.4km,2.01,39.67,34,11.53,12.25,3.84,0.49,1.43,0.38,0.44,0.82,1.92,11.61,1.25,2.59,0,43%,1.78,80%,86%,12.17,0.06,0.64,1.95,0.32
Wnt,  ,Ercan Dönmez,£8K  £24K,0.79,99,Bulgarian First League,,,,7.59,0.09,242,6%,956.67,0.09,,0.15,0.09,0.15,0.1,38%,3.01,0.13,10%,1.1,0.09,9%,3,13.4km,1.76,32.9,27.91,11.26,23.58,2.04,0.5,1.51,0.56,0.13,1.13,1.25,7.9,1.51,2.35,0,40%,1.29,79%,85%,9.53,0.06,0.25,1.98,0.06
,  ,Predrag Jovanović,£240K  £700K,1.4,101,Bulgarian First League,,,,6.83,0.04,191,14%,503,0.19,,0.13,0.18,0.13,0.1,39%,2.36,0,5%,3.9,0.11,3%,1,12.8km,1.15,30.92,26.34,11.95,17.53,1.75,0.5,1.29,0.5,0.21,0.82,1.5,9.41,1.15,2.11,0,35%,1.54,86%,85%,8.52,0.07,0.36,1.15,0.18
,  ,Ivo Angelov,£1.3M  £3.9M,1.31,119,Bulgarian First League,,,,5.6,0.04,154,10%,495.4,0.13,,0.17,0.18,0.17,0.09,38%,2.18,0.07,5%,0.69,0.04,5%,1,13.1km,1.53,30.96,26.74,10.21,17.26,2.14,0.62,1.82,0.69,0.29,0.65,1.56,9.96,1.24,2.11,0,39%,1.16,65%,86%,9.88,0,0.18,1.27,0.22
Wnt,  ,Sebastian NairnTallén,£900K  £2.6M,1.57,122,Bulgarian First League,,,,6.63,0.14,236,10%,457.43,0.24,,0.27,0.2,0.27,0.13,39%,2.33,0,12%,1.1,0.14,13%,5,12.5km,1.69,31.17,27.07,11.36,15.97,2.02,0.39,2.02,0.79,0.17,0.56,1.35,10.32,1.38,2.45,0,35%,1.69,83%,87%,9.08,0.03,0.34,1.77,0.37
,  ,Shai Nahum,£650K  £2M,0.94,112,Bulgarian First League,,,,4.63,0.04,132,5%,641.75,0.15,,0.35,0.14,0.35,0.13,32%,0.74,0,3%,1.09,0.04,3%,1,13.3km,1.44,31.73,26.96,14.06,16.55,1.86,0.77,2.77,0.88,0.28,0.35,1.26,12.03,0.95,2.77,0,16%,1.72,79%,85%,9.61,0,0.21,0.95,0.11
,  ,Nikolay Manolov,£1.2M  £3.5M,1.55,117,Bulgarian First League,,,,4.88,0.21,140,11%,369,0.16,,0.24,0.24,0.24,0.11,39%,0.8,0,20%,1.81,0.24,13%,6,13.0km,1.81,31.6,26.86,10.45,16.38,1.64,0.87,2.16,0.84,0.31,0.56,1.92,13.69,0.87,2.2,0.03,16%,1.36,76%,85%,9.2,0,0.17,1.32,0.1
,  ,Miguel Ángel Kortajarena,£40K  £120K,1.28,111,Bulgarian First League,,,,4.69,0,96,11%,461,0.13,,0.2,0.2,0.2,0.11,32%,0.88,0,,2.29,0.1,4%,0,13.1km,1.56,30.7,25.92,10.69,17.77,2.05,0.44,1.85,0.59,0.2,0.63,1.51,8.79,1.27,2.68,0,19%,2,84%,84%,8.15,0.15,0.34,1.27,0.05
Wnt,  ,Bozhidar Vasilev,£230K  £700K,0.94,110,Bulgarian First League,,,,10.05,0,289,10%,258.9,0.04,,0.4,0.35,0.4,0.12,52%,3.16,0.07,,0.38,0,0%,0,11.6km,1.01,22.14,19.12,6.71,16.44,0.66,1.18,3.48,1.81,0.1,0.63,0.94,1.81,0.56,1.67,0,31%,1.11,76%,86%,7.13,0.03,0.07,0.56,0.07
,  ,Pietro Campagna,£16M  £48M,1.75,138,Bulgarian First League,,,,3.94,0.25,143,13%,296.82,0.26,,0.25,0.3,0.25,0.11,43%,0.96,0,32%,0.77,0.25,32%,9,12.9km,1.52,33.49,29.19,12.85,16.26,1.85,0.8,2.29,0.99,0.17,0.74,1.85,13.56,1.21,2.51,0,24%,1.79,75%,87%,10.5,0.03,0.36,1.32,0.17
,  ,Gabriel Madueke,Not for Sale,1.1,105,Bulgarian First League,,,,5.34,0,110,7%,926.5,0.07,,0.09,0.1,0.09,0.06,17%,1.12,0,,0.68,0,0%,0,13.3km,1.36,32.83,28.75,10.59,17.78,1.7,0.78,1.46,0.24,0.24,0.73,1.36,11.56,1.02,2.53,0,21%,1.46,83%,88%,10.44,0.1,0.34,1.6,0.05
,  ,Antonio David,£375K  £1.1M,0.89,101,Bulgarian First League,,,,5.22,0.1,108,7%,465.5,0.16,,0.41,0.19,0.41,0.14,29%,1.02,0.05,20%,1.06,0.1,9%,2,13.1km,1.06,34.51,28.42,11.46,17.5,1.98,0.53,2.8,0.82,0.39,0.68,1.64,10.39,0.92,2.61,0,19%,1.4,69%,82%,9.86,0.05,0.34,2.37,0.1
,  ,Sofiane Haddad,£1.7M  £5M,1.26,123,Bulgarian First League,,,,6.21,0.27,181,9%,374.71,0.32,,0.29,0.24,0.29,0.11,40%,2.3,0.07,28%,0.96,0.27,29%,8,12.4km,1.75,30.13,25.56,11.22,18.01,1.54,0.93,2.78,1.1,0.31,0.62,1.54,10.12,1.17,2.09,0,37%,1.17,67%,85%,8.82,0.03,0.27,1.17,0.24
,  ,Lachezar Stoyanov,£350K  £1M,1.35,98,Bulgarian First League,,,,6.94,0.11,125,4%,"1,622.00",0.18,,0.12,0.06,0.12,0.09,32%,1.5,0,11%,0.94,0.11,12%,2,12.4km,1.83,32.9,28.35,10.15,20.92,2.11,0.55,1.39,0.44,0.28,0.83,1.11,10.15,1.22,2.22,0,22%,1.11,67%,86%,9.71,0,0.06,1.22,0.17
,  ,Louis Kabeya,£1.9M  £5.8M,1.27,107,Austrian Premier Division,,,,4.47,0.28,63,17%,634,0.38,,0.07,0.14,0.07,0.08,42%,0.64,0,30%,4.97,0.64,13%,4,12.7km,1.06,31.59,26.97,10.01,18.74,1.63,0.21,0.85,0.35,0.21,0.43,0.71,13.13,0.99,2.41,0,14%,1.49,70%,85%,8.3,0.07,0.5,2.2,0.28
Inj,  ,Yasin Mankan,£600K  £1.7M,0.88,95,Austrian Premier Division,,,,5.35,0.16,134,13%,375.67,0.17,,0.16,0.24,0.16,0.09,33%,1.2,0,16%,1.44,0.2,14%,4,12.4km,1.56,31.38,27.79,9.22,18.13,2.24,0.56,1.84,0.6,0.12,0.92,1.48,10.14,1.36,1.96,0,22%,1.36,92%,89%,8.5,0.04,0.32,1.36,0.2
,  ,David Windisch,£1.6M  £4.8M,1.62,127,Austrian Premier Division,,,,3.36,0.12,55,,,0.18,,0.09,,0.09,0.09,19%,0.92,0,14%,7.32,0.73,10%,2,11.9km,1.16,42.16,35.88,9.27,10.8,3.42,0.37,0.98,0.18,0.37,0.73,1.46,13.42,1.1,3.11,0,27%,2.2,90%,85%,11.41,0.06,0.24,2.62,0.18
Wnt,  ,Emre Koç,£6.6M  £20M,1.57,131,Austrian Premier Division,,,,3.54,0.3,141,6%,"1,195.33",0.22,,0.18,0.08,0.18,0.13,25%,1.71,0.18,33%,0.9,0.3,33%,12,12.5km,1.08,42.52,37.27,11.49,11.54,3.64,0.4,1.31,0.33,0.3,0.6,1.63,13.55,1.41,3.14,0,48%,1.98,72%,88%,11.52,0.08,0.4,1.51,0.15
Wnt,  ,Junior Kroupi,£14M,2.42,146,Austrian Premier Division,,,,4.97,0.25,141,9%,255.1,0.23,,0.53,0.35,0.53,0.13,48%,1.83,0.04,22%,1.34,0.28,21%,7,13.2km,1.45,32.63,27.91,12.56,12.24,2.26,1.34,3.99,1.91,0.11,0.42,1.27,15.77,1.52,3,0,37%,1.73,80%,86%,10.94,0.04,0.11,1.73,0.07
,  ,Harald Bertl,£425K  £1.3M,1.23,112,Austrian Premier Division,,,,7.93,0.05,165,4%,936,0.02,,0.36,0.1,0.36,0.14,44%,2.55,0.1,7%,0.67,0.05,7%,1,12.3km,0.91,25.87,22.45,7.93,17.74,1.3,0.48,2.6,1.15,,0.58,1.44,5.48,0.77,1.78,0,32%,1.39,91%,87%,8.27,0.05,,0.77,0.1
,  ,Cheick N'Da,£2.4M  £7.2M,1.47,126,Austrian Premier Division,,,,4.64,0.13,139,8%,539.2,0.03,,0.25,0.17,0.25,0.12,31%,1.74,0,16%,4.81,0.5,10%,4,13.4km,1.67,30.31,26.47,14.69,14.09,1.7,0.77,2.14,0.67,0.23,0.5,1.77,10.88,1.07,2.44,0,37%,1.57,82%,87%,10.65,0.03,0.03,1.77,0.07
,  ,Alessandro Ciardi,£2.5M  £7.4M,1.85,125,Austrian Premier Division,,,,2.84,0.11,78,10%,"1,236.50",0.36,,0.09,0.07,0.09,0.12,48%,0.62,0,14%,1.56,0.18,12%,3,12.3km,0.76,44.55,38.79,10.19,12.16,3.75,0.07,0.76,0.36,0.29,1.2,1.6,13.87,1.49,2.95,0,22%,2.07,81%,87%,10.23,0.15,0.76,1.49,0.29
,  ,Walter Hanser,£1.4M  £4.3M,1.06,122,Austrian Premier Division,,,,4.24,0.08,100,7%,"2,121.00",0.14,,0.06,0.04,0.06,0.1,40%,1.95,0.08,10%,2.08,0.34,16%,2,12.6km,1.15,42.69,36.79,10.23,16.08,3.22,0.25,0.64,0.25,0.47,0.98,1.49,10.69,1.27,2.46,0,46%,1.32,65%,86%,10.91,0.08,0.21,1.32,0.17
,  ,Julius Autenrieth,£425K  £1.3M,0.88,103,Austrian Premier Division,,,,3.12,0.07,91,,,0.19,,0.04,,0.04,0.09,15%,0.62,0.03,22%,0.31,0.07,22%,2,12.9km,0.69,47.56,42.37,10.89,8.58,4.53,0.1,0.45,0.07,0.45,0.93,1.65,10.51,1.44,2.75,0,20%,1.85,77%,89%,9.44,0.1,0.52,2.47,0.17
,  ,Bernd Deininger,£900K  £2.8M,1.06,105,Austrian Premier Division,,,,6.02,0.04,165,10%,411.33,0.12,,0.28,0.22,0.28,0.13,29%,1.68,0,3%,0.98,0.04,4%,1,13.2km,1.46,31.4,26.95,11.52,16.08,1.86,0.69,2.15,0.62,0.22,0.69,1.68,8.93,1.2,2.22,0,28%,1.42,78%,86%,10.36,0.04,0.29,1.2,
Inj,  ,Thijs Kraaijeveld,Not for Sale,2.22,145,Austrian Premier Division,,,,4.37,0.55,150,16%,257.25,0.24,,0.26,0.35,0.23,0.12,37%,1.72,0,16%,3.29,0.55,17%,19,12.6km,2.74,38.54,33.24,14.75,12.59,3.47,0.67,2.22,0.82,0.41,0.7,1.75,7.03,1.6,3.18,0,39%,1.9,73%,86%,12.57,0,0.35,1.6,0.41
,  ,Pavlos Tzolis,£250K  £750K,0.93,96,Greek Super League 1,,,,6.83,0,65,,,0.06,,0.17,,0.17,0.18,33%,0.95,0,,0.63,0,0%,0,12.4km,1.26,32.07,26.92,9.36,19.87,2.21,0.32,0.95,0.32,0.21,0.84,1.68,6.73,1.37,2.1,0,14%,1.68,94%,84%,9.36,0,0.32,1.37,0.11
,  ,Giannis Belezakis,£50K  £150K,0.94,97,Greek Super League 1,,,,6.97,0.94,214,8%,920.67,0.12,,0.17,0.1,0.17,0.13,29%,2.7,0.03,22%,4.17,0.94,23%,29,12.5km,2.8,32.81,28.02,13.03,19.39,3,0.33,1.24,0.36,0.29,1.08,1.66,3.75,1.69,3.03,0,39%,1.63,81%,85%,11.67,0.07,0.13,1.69,
Inj,  ,Malthe Smedsrud,£5.6M  £16.5M,1.5,140,3F Superliga,,,,2.46,0.13,59,,,0.23,,0.04,,0.04,0.13,0%,0.75,0,20%,0.63,0.13,20%,3,12.5km,0.75,45.63,39.95,11.39,11.89,4,0.08,0.33,0,0.42,0.92,1.67,15.1,1.96,2.67,0,31%,1.63,72%,88%,11.3,0.08,0.54,2.04,0.17
Ret,  ,Runar Norheim,£400K  £1.2M,1.18,105,3F Superliga,,,,4.78,0.16,146,7%,916.33,0.2,,0.18,0.1,0.15,0.12,41%,2.03,0.33,11%,1.54,0.2,13%,5,12.2km,1.08,42.79,37.98,10.02,14.93,3.54,0.39,1.51,0.62,0.23,0.98,1.87,8.81,1.34,3.14,0,42%,1.6,60%,89%,10.8,0,0.29,1.34,0.2
,  ,Jaime Iribarren,£1.1M  £3.3M,1.55,130,3F Superliga,,,,3.17,0.05,67,3%,"1,904.00",0.17,,0.22,0.05,0.18,0.13,32%,1.18,0,5%,0.9,0.05,5%,1,12.3km,1.23,41.97,35.69,11.34,13.66,3.17,0.52,1.75,0.57,0.43,0.61,1.42,11.16,1.56,2.6,0,37%,1.65,78%,85%,10.16,0.05,0.38,2.36,0.09
,  ,Alejandro Lobos,Not for Sale,1.61,129,Greek Super League 1,,,,4.87,0.12,166,12%,383.75,0.28,,0.25,0.23,0.25,0.12,57%,1.41,0,10%,7.92,0.67,9%,4,12.9km,1.79,31.19,26.91,11.7,19.47,1.61,0.5,2.02,1.14,0.35,0.59,1.73,11.05,1.17,2.55,0,29%,1.35,73%,86%,10.17,0.03,0.38,2.4,0.15
,  ,Rúben Cunha,£1.4M  £4.2M,1.12,114,3F Superliga,,,,6.16,0.27,92,15%,224,0.15,,0.29,0.4,0.29,0.11,33%,1.54,0,40%,0.67,0.27,40%,4,12.9km,1.41,30.07,25.31,11.45,16.07,2.08,0.8,2.68,0.87,0.27,0.74,1.47,10.78,1,2.48,0,25%,1.61,83%,84%,10.38,0.07,0.27,1,0.13
Wnt,  ,Stéphane Amonome,£7M  £21M,1.81,139,Greek Super League 1,,,,6.12,0.19,164,15%,150.75,0.18,,0.49,0.6,0.49,0.12,43%,1.83,0.07,16%,1.12,0.19,17%,5,11.6km,1.53,22.76,19.44,6.68,13.47,0.82,0.97,4.07,1.75,0.11,0.26,0.67,2.31,0.52,1.94,0,30%,1.79,89%,85%,7.5,0,0.19,0.52,0.07
,  ,Yannick Seegert,£3.2M  £9.6M,1.53,132,3F Superliga,,,,3.75,0.07,51,7%,"1,224.00",0.1,,0.05,0.07,0.05,0.05,36%,1.4,0,16%,0.44,0.07,17%,1,13.2km,1.4,33.09,28.9,13.24,17.35,2.94,0.51,1.03,0.37,0.29,0.66,1.84,12.13,1.62,2.72,0,37%,2.13,83%,87%,11.91,0,0.29,1.62,
,  ,Thomas Arenshøj,£400K  £1.2M,1.15,117,3F Superliga,,,,5.63,0.11,148,5%,"2,367.00",0.21,,0.07,0.04,0.07,0.09,33%,2.28,0,13%,0.87,0.11,13%,3,13.0km,1.03,30.57,26.43,11.67,19.54,2.02,0.15,0.8,0.27,0.27,0.53,1.41,11.56,1.22,2.74,0,41%,1.33,69%,86%,10.11,0.08,0.19,1.22,
,  ,Siniša Hadžibulić,£2.5M  £7.6M,1.67,123,3F Superliga,,,,4.97,0.26,133,15%,401.33,0.21,,0.21,0.22,0.21,0.15,38%,2.54,0.37,25%,3.03,0.45,15%,7,12.1km,0.9,42.57,37.79,9.64,11.21,3.29,0.52,1.46,0.56,0.26,0.93,1.76,10.88,1.2,3.21,0,51%,1.94,75%,89%,10.58,0.07,0.34,1.23,0.22
,  ,Fernando Ugarte,£600K  £1.8M,1.06,105,Greek Super League 1,,,,5.42,0.03,159,5%,"2,642.00",0.04,,0.05,0.03,0.05,0.07,14%,1.74,0.03,5%,1.06,0.14,13%,1,12.6km,1.43,33.11,27.8,10.63,20.71,1.5,0.31,0.72,0.1,0.34,0.85,1.84,11.38,0.72,2.11,0,32%,1.36,74%,84%,10.22,0.03,0.07,0.72,0.03
,  ,Lasse Djurhuus,£8.4M  £25M,1.36,133,3F Superliga,,,,4.43,0.08,106,12%,239.33,0.19,,0.42,0.38,0.42,0.14,47%,1,0,11%,0.71,0.08,12%,2,12.3km,1.5,28.2,23.23,9.57,14.5,1.8,0.67,3.09,1.46,0.13,0.67,1.25,8.4,1.42,1.59,0,23%,1.3,82%,82%,9.74,0,0.33,1.42,0.21
Wnt,  ,Dimitris Dimolios,£5.8M  £17M,1.48,135,Greek Super League 1,,,,3.44,0.2,139,14%,330.36,0.17,,0.19,0.27,0.19,0.1,31%,0.67,0.05,20%,1.93,0.32,17%,8,13.0km,1.34,32.64,27.64,11.69,15.88,2.53,0.57,1.91,0.59,0.17,0.42,1.68,13.25,1.66,2.7,0,19%,2.23,83%,85%,10.55,0.05,0.25,1.76,0.07
,  ,David González Martínez,£2.5M  £7.4M,1.84,132,Greek Super League 1,,,,7.13,0.21,199,19%,167.47,0.32,,0.25,0.54,0.25,0.09,48%,1.68,0.04,42%,0.5,0.21,43%,6,12.0km,1.18,21.25,18.13,6.34,14.15,1,1.07,2.87,1.36,0.21,0.57,1.04,2.94,1,1.68,0,24%,1.29,78%,85%,6.63,0,0.29,1,0.21
,  ,Unai Moreno,£3M  £9M,1.86,124,3F Superliga,,,,3.07,0.09,35,9%,513.5,0.27,,0.26,0.18,0.26,0.14,27%,0.53,0,10%,3.68,0.09,2%,1,12.2km,1.49,41.01,35.49,10.17,12.97,4.56,0.44,1.93,0.53,0.09,0.61,2.1,12.01,1.93,3.33,0,17%,1.67,70%,87%,10.69,0,0.09,1.93,0.35
Wnt,  ,Denzel Seedorf,£70K  £220K,0.85,108,Greek Super League 1,,,,2.99,0.1,94,,,0.15,,0.08,,0.08,0.12,18%,1.21,0.13,13%,0.7,0.1,14%,3,12.5km,0.99,45.54,38.83,10.26,14.68,3.97,0.13,0.7,0.13,0.32,0.92,2,10.17,1.59,2.73,0,40%,2.03,88%,85%,10.74,0.03,0.25,1.59,0.1
,  ,Antonio Torrella,Not for Sale,1.76,128,3F Superliga,,,,4.04,0.41,109,14%,242.9,0.1,,0.26,0.37,0.26,0.1,37%,1.33,0,29%,1.74,0.44,26%,11,13.1km,1.82,34.61,29.23,14.67,14.34,2.41,0.96,2.63,0.96,0.22,0.59,1.41,10.15,1.59,2.82,0,33%,1.85,79%,84%,11.3,0.07,0.3,1.78,0.11
,  ,Lorenzo Occhipinti,£7.4M  £22M,1.55,128,Greek Super League 1,,,,6.75,0.44,215,11%,260.45,0.15,,0.29,0.35,0.29,0.1,47%,2.61,0.03,13%,3.27,0.44,13%,14,12.1km,1.92,30.69,25.98,13.92,17.47,2.32,1.13,3.02,1.41,0.25,0.72,1.79,4.93,1.26,3.49,0,39%,2.92,85%,85%,12.03,0.03,0.5,1.26,0.16
,  ,Shimon Shushan,£6M  £18M,1.41,133,3F Superliga,,,,3.27,0,96,9%,440.5,0.22,,0.26,0.2,0.26,0.11,43%,0.65,0.03,,6.74,0.27,4%,0,12.7km,1.12,41.44,35.52,12.57,12.46,3.1,0.75,2.35,1.02,0.14,0.31,1.57,12.63,1.26,2.72,0,20%,1.6,75%,86%,10.9,0.03,0.34,1.33,0.14
Wnt,  ,Jonas Elfving,£15M  £45M,1.73,128,3F Superliga,,,,4.31,0.96,144,12%,430,0.45,,0.21,0.21,0.21,0.12,32%,1.17,0.03,19%,5.26,0.96,18%,32,13.2km,3.5,34,27.6,14.77,12.65,3.62,0.6,1.79,0.57,0.48,1.23,1.94,6.07,1.64,2.93,0,27%,2.03,83%,81%,11.45,0.06,0.87,2.45,0.48
,  ,Enric Aliberch,£150K  £450K,0.85,102,Greek Super League 1,,,,3.97,0.33,73,11%,"1,656.00",0.16,,0.05,0.05,0.05,0.09,44%,1.25,0.11,33%,1.9,0.38,20%,6,12.3km,0.49,43.32,38.37,9.84,14.84,4.02,0.22,0.49,0.22,0.38,1.03,2.07,10.49,1.47,2.45,0,32%,1.58,73%,89%,11.47,0.11,0.22,1.58,0.11
,  ,Kosmas Grafas,Not for Sale,1.8,129,Greek Super League 1,,,,3.91,0.03,134,15%,257.25,0.29,,0.29,0.35,0.29,0.13,42%,0.87,0.03,4%,0.93,0.09,9%,1,13.5km,1.52,29.68,24.52,14.61,16.94,1.98,0.52,2.27,0.96,0.2,0.58,1.57,13.85,1.08,2.97,0,22%,1.69,68%,83%,10.03,0.06,0.5,1.46,0.32
,  ,Aleksandar Pavlović,£1.1M  £3.3M,1.45,120,Greek Super League 1,,,,4.44,0.8,106,,,0.1,,0.13,,0.13,0.1,29%,0.96,0,25%,11.55,1.72,15%,19,12.5km,2.72,31.65,26.67,12.89,14.36,2.26,0.38,1.3,0.38,0.21,0.75,1.59,5.07,1.05,2.64,0,22%,2.3,90%,84%,10.26,0.04,0.08,1.05,0.08
Inj,  ,Zakaria Loukili,Not for Sale,1.12,105,3F Superliga,,,,3.89,0.28,84,4%,"1,945.00",0.2,,0.1,0.05,0.1,0.09,33%,1.25,0.09,14%,7.5,1.16,15%,6,12.1km,1.62,44.33,37.76,10.74,12.68,3.61,0.28,1.11,0.37,0.6,0.88,1.57,11.38,1.57,2.73,0,32%,1.53,69%,85%,10.46,0,0.19,1.57,0.28
Wnt,  ,Giorgos Karapitsos,£22K  £65K,1.33,88,Greek Super League 1,,,,5.12,0.1,99,14%,435,0.01,,0.12,0.21,0.12,0.09,39%,1.45,0,15%,0.67,0.1,15%,2,13.0km,1.4,32.74,27.57,10.76,24.83,1.71,0.47,1.45,0.57,0.47,1.09,1.19,5.59,1.09,2.17,0,28%,1.45,82%,84%,9.1,0,,1.09,
,  ,Rasmus Jellesen,£350K  £1.1M,1,105,3F Superliga,,,,4.61,0.34,41,,,0.05,,0.2,,0.2,0.18,20%,1.8,0,12%,2.81,0.34,12%,3,12.7km,1.46,32.81,26.4,15.62,15.28,3.26,0.34,1.12,0.22,0.67,0.9,1.91,6.74,1.12,2.81,0,39%,2.13,79%,80%,13.03,0,0.22,1.12,0.22
Wnt,  ,Giacomo Del Colle,£500K  £1.5M,1.02,118,3F Superliga,,,,4.54,0.22,145,35%,319.11,0.12,,0.09,0.28,0.09,0.11,46%,2.35,0.34,24%,0.91,0.22,24%,7,12.5km,1.03,44.69,38.26,10.15,11.88,3.73,0.16,0.81,0.38,0.34,0.5,1.66,11.09,1.35,2.95,0,52%,1.72,74%,86%,11.31,0,0.34,1.35,0.13
,  ,Devon De Corte,£1M  £3M,0.74,110,Turkish Super League,,,,5.07,0.11,136,30%,345,0.2,,0.08,0.26,0.08,0.09,57%,1.57,0.04,15%,5.66,1.12,20%,3,12.2km,1.42,39.2,33.88,9.65,16.66,2.16,0.19,0.86,0.48,0.48,0.97,1.38,12.41,1.01,2.27,0,31%,1.53,87%,86%,9.8,0,0.15,1.68,0.11
Wnt,  ,Tresor Kasongo,£10.5M  £31M,1.83,142,Turkish Super League,,,,6.27,0.1,245,17%,167.48,0.18,,0.35,0.54,0.35,0.11,52%,1.23,0.03,20%,0.51,0.1,20%,4,11.9km,1.36,24.39,20.52,7.37,12.05,1.02,0.97,3.1,1.61,0.2,0.26,1.07,4.86,0.87,1.66,0,20%,1.31,81%,84%,7.6,0,0.36,0.87,0.18
,  ,Erdem Akgün,£425K  £1.3M,0.97,108,Turkish Super League,,,,4.32,0.09,101,8%,701,0.08,,0.19,0.13,0.19,0.12,39%,0.47,0,8%,1.03,0.09,8%,2,13.3km,1.93,30.47,26.45,10.74,14.12,2.27,0.43,1.63,0.64,0.09,0.47,1.41,9.97,1.5,2.05,0,11%,1.11,65%,87%,9.5,0.04,0.21,1.5,0.09
,  ,Haruna Asamoah,Not for Sale,1.53,127,Turkish Super League,,,,6.14,0.2,151,12%,246.11,0.18,,0.37,0.37,0.37,0.12,36%,2.19,0.04,23%,0.85,0.2,24%,5,13.0km,1.87,31.29,26.09,10.36,15.56,1.63,1.18,3.13,1.14,0.28,0.77,1.75,12.8,0.85,2.07,0,36%,1.26,70%,83%,10.6,0,0.33,0.85,0.16
,  ,Mehmet Kaya,£425K  £1.3M,1.57,107,Turkish Super League,,,,5.83,0.12,94,12%,363,0.12,,0.3,0.25,0.3,0.15,36%,1.86,0.12,16%,2.36,0.19,8%,2,12.7km,1.86,30.31,25.54,9.86,18.1,1.86,0.56,2.05,0.74,0.25,0.93,1.43,9.55,1.3,1.55,0,32%,0.99,76%,84%,8.18,0,0.31,2.17,0.25
Inj,  ,Sven Šunta,Not for Sale,1.26,111,Turkish Super League,,,,3.06,0.16,59,26%,289.67,0.21,,0.14,0.31,0.14,0.11,57%,1.29,0.21,14%,1.09,0.16,14%,3,12.5km,0.98,43.71,38.22,9.79,11.86,3.16,0.41,1.19,0.67,0.41,0.83,1.71,10.67,1.24,2.85,0,42%,1.66,73%,87%,10.56,0,0.47,2.23,0.05
Wnt,  ,Kiril Krstevski,£230K  £700K,0.68,112,Turkish Super League,,,,3.55,0.27,104,6%,"1,318.50",0.18,,0.13,0.07,0.13,0.12,33%,1.47,0,27%,1.13,0.34,30%,8,12.3km,0.99,43.86,39.04,9.76,14.03,3.21,0.38,1.13,0.38,0.27,0.48,1.13,10.78,1.37,2.7,0,41%,1.77,80%,89%,10.65,0,0.68,2.22,0.24
Wnt,  ,Anas Laraki,£1M  £3M,0.91,107,Turkish Super League,,,,4.85,0.13,111,6%,686,0.09,,0.26,0.13,0.19,0.13,49%,2.06,0.09,8%,8.05,0.66,8%,3,11.9km,1.27,40.54,35.47,10.76,18.98,3.06,0.44,2.06,1.01,0.17,0.7,1.71,7.48,1.09,2.54,0,42%,1.79,80%,87%,10.63,0.04,0.26,2.06,0.04
