Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Leo Galović,£275K  £850K,0.64,96,Austrian Premier Division,,,,4.93,0.17,113,,,0.09,,0.02,,0.02,0.13,50%,1.74,0.31,23%,0.74,0.17,24%,4,11.9km,1.05,44.65,38.59,8.55,16.4,3.71,0.09,0.17,0.09,0.44,0.92,1.88,9.9,1.18,3.18,0,35%,2.18,85%,86%,11.56,0,0.04,1.18,
Wnt,  ,Vasilis Kotsinas,£4.7M  £14M,1.41,129,cinch Premiership,,,,4.37,0.63,145,20%,"2,988.00",0.04,,0.03,0.03,0.03,0.21,20%,2.95,0.48,15%,4.13,0.63,15%,21,12.8km,1.9,40.36,33.95,14.61,14.58,3.46,0,0.15,0.03,0.84,0.99,3.19,12.98,0.93,2.71,0.81,68%,2.98,77%,84%,12.29,0.12,0.09,0.93,0.03
,  ,Stevie Poole,£22K  £65K,1.6,129,cinch Premiership,,,,2.8,0.36,77,13%,"1,235.50",0.17,,0.07,0.07,0.07,0.13,31%,1.49,0.11,30%,1.2,0.36,30%,10,12.9km,0.69,48.73,43.89,14.57,11.84,7.07,0.15,0.58,0.18,0.51,0.98,3.06,14.53,0.76,2.15,0.8,53%,2.37,81%,90%,8.52,0.18,0.18,0.76,0.07
Lst,  ,Sven Pobor,£0,0.96,99,Croatian First League,,,,6.56,0.41,127,,,0.1,,0.04,,0.04,0.12,29%,3.67,0.52,16%,2.48,0.41,17%,8,11.2km,0.52,46.63,39.97,12.24,16.16,5.01,0.15,0.36,0.1,0.41,1.65,1.24,9.76,0.72,2.43,0.67,56%,2.38,82%,86%,5.89,0.1,0.21,0.72,0.05
Wnt,  ,Niclas Altebäumer,£400K  £1.2M,1.07,102,Austrian Premier Division,,,,5.49,0.42,52,,,0.08,,0.04,,0.04,0.14,67%,2.64,0.42,17%,2.43,0.42,17%,4,12.4km,0.53,48.06,42.46,15.74,12.15,6.55,0,0.32,0.21,0.21,1.37,2.85,9.82,1.27,2.01,0.42,48%,2.32,76%,88%,7.92,0.11,0.32,1.27,0.11
,  ,Euan Syme,£0,1.44,102,cinch Premiership,,,,4.38,0.76,132,,,0.06,,0.01,,0.01,0.09,25%,2.09,0.13,11%,6.7,0.76,11%,23,12.7km,1.96,35.08,28.85,15.06,24.71,3.22,0.07,0.13,0.03,0.43,1.09,2.35,7.46,1.19,2.98,0.13,48%,2.62,87%,82%,11.71,0.13,0.03,1.19,0.03
,  ,Martin Dollmann,£3.3M  £10M,1.5,121,Austrian Premier Division,,,,4.29,0.23,169,,,0.09,,0.01,,0.01,0.12,0%,1.85,0.18,9%,2.38,0.23,10%,9,12.3km,1.22,47.09,41.21,13.69,13.24,5.91,0,0.1,0,0.89,1.39,2.33,13.44,0.71,2.59,0.61,43%,2.56,78%,88%,8.11,0.05,0.15,0.71,0.08
,  ,Lloyd Collins,£6.2M  £19M,1.23,132,cinch Premiership,,,,3.18,0.44,108,,,0.08,,0.01,,0.01,0.06,0%,1.39,0.15,14%,3.07,0.44,14%,15,12.8km,1.68,43.97,38.13,16.54,12.03,4.78,0.09,0.15,0,0.8,1.03,2.65,12.12,1.21,3.04,0.18,44%,3.01,78%,87%,11.85,0.09,0.12,1.21,0.12
,  ,Yusuf Akyürek,£65K  £200K,1.25,105,Croatian First League,,,,4.31,0.81,143,50%,"2,986.00",0.05,,0,0.03,0,0.08,50%,2.05,0.06,17%,4.55,0.81,18%,27,12.9km,1.63,40.63,34.15,15.73,17.54,3.83,0.03,0.06,0.03,0.69,1.18,2.98,8.89,1.18,2.44,0,48%,2.2,80%,84%,12.39,0.06,0.12,1.18,
Ask,  ,Álvaro Martínez,£5.2M  £15.5M,1.37,137,Croatian First League,,,,2.87,0.71,81,,,0.1,,0.01,,0.01,0.19,0%,1.52,0,15%,4.67,0.71,15%,20,13.2km,1.88,41.25,35.66,16.1,12.7,3.75,0,0.04,0,0.64,1.17,2.37,12.77,1.17,3.33,0.04,53%,3.08,81%,86%,11.99,0.14,0.18,1.17,0.07
,  ,Radek Havlíček,£475K  £1.4M,0.88,116,Croatian First League,,,,4.96,0.37,160,,,0.06,,0,,0,0.08,0%,3.04,0.31,9%,3.97,0.37,9%,12,12.5km,2.3,40.39,35.46,13.71,17.22,4,0.03,0.06,0,0.93,1.52,3.04,11.57,0.74,2.61,0.12,61%,2.61,80%,88%,11.57,0.03,0.28,0.74,0.06
Wnt,  ,Daniel Jones,£1M  £3.1M,1.45,110,cinch Premiership,,,,5.73,0.65,106,,,0.02,,0.01,,0.01,0.12,0%,3.73,0.65,33%,1.95,0.65,33%,12,12.6km,0.92,49.49,42.4,12.71,17.58,5.03,0,0.11,0,0.76,0.97,2.16,11.74,0.43,2.49,0.92,65%,2.87,85%,86%,8.22,0.11,,0.43,
,  ,Tom Diefenbach,£1.1M  £3.2M,1.27,113,Croatian First League,,,,5.6,0.28,224,,,0.05,,0,,0,0,,3.65,0.65,12%,2.25,0.28,12%,11,13.0km,1.05,46.21,40.41,16.18,15.28,6.2,0,,,0.85,1.65,1.88,11.45,1.1,3.03,0.3,65%,3.23,74%,87%,8.78,0.23,0.05,1.1,
Inj,  ,Mark Watson,Not for Sale,2.04,142,cinch Premiership,,,,6.22,0.28,269,13%,"3,892.00",0.09,,0.02,0.02,0.02,0.1,50%,4.32,0.6,15%,1.85,0.28,15%,12,12.6km,0.92,54.04,49.32,13.94,12.35,6.64,0.07,0.18,0.09,0.62,0.86,2.64,15.86,0.97,2.54,0.35,70%,2.54,76%,91%,8.35,0.14,0.18,0.97,0.07
,  ,Stuart Williams,£4.8M  £14.5M,1.52,122,cinch Premiership,,,,3.3,0.95,142,,,0.17,,0.03,,0.03,0.13,11%,1.67,0.12,13%,7.06,0.95,13%,41,12.7km,2.14,36.28,30.32,16.32,13.6,3.44,0.12,0.21,0.02,0.65,1.28,2.72,11.75,1.46,3.18,0.32,51%,2.81,77%,84%,11.82,0.16,0.26,1.46,0.16
,  ,Paul Kremer,£5.4M  £16.5M,1.72,122,cinch Premiership,,,,4.04,0.51,168,6%,"3,738.00",0.07,,0.04,0.02,0.04,0.11,19%,2.29,0.19,18%,2.67,0.51,19%,21,12.9km,1.49,45.58,39.78,17.22,14.61,5.06,0.12,0.39,0.07,0.67,1.44,2.53,13.36,0.89,2.41,0.58,57%,3.01,78%,87%,9.17,0.12,0.1,0.89,0.05
Lst,  ,Yannick Pierrat,£26K,1.85,117,Croatian First League,,,,5.21,0.98,133,8%,"2,299.00",0.23,,0.09,0.04,0.09,0.19,50%,2,0.23,20%,5.28,1.06,20%,25,12.2km,1.14,37.74,31.28,15.07,13.31,4.23,0.12,0.47,0.23,0.31,0.9,2.15,9.55,1.25,3.41,0.08,38%,2.74,86%,83%,11.39,0.04,0.39,1.25,0.27
,  ,Grant Stevenson,£1.2M  £3.7M,1.37,110,cinch Premiership,,,,4.73,0.58,106,,,0.13,,0.07,,0.07,0.1,35%,2.28,0.18,25%,2.28,0.58,25%,13,12.7km,1.03,45.02,39.18,14.81,14.41,4.42,0.27,0.76,0.27,0.36,1.25,2.14,12.81,0.94,2.41,0.27,48%,2.01,73%,87%,9.1,0.18,0.31,0.94,
,  ,Patrick Andomo,£450K  £1.3M,1.55,110,Croatian First League,,,,3.21,0.91,53,50%,"1,485.00",0.09,,0.01,0.06,0.01,0.08,50%,1.64,0,16%,5.64,0.91,16%,15,12.8km,2.55,37.45,32.42,14.55,13.45,3.52,0.06,0.12,0.06,0.42,0.97,3.21,12.91,1.09,3.58,0,51%,3.27,86%,87%,11.82,0.12,0.06,1.09,0.18
Wnt,  ,Pejo Šolčić,£100K  £300K,1,116,Croatian First League,,,,3.75,0.47,87,,,0.11,,0.02,,0.02,0.09,0%,1.03,0.04,9%,9.48,0.86,9%,11,13.0km,2.76,34.44,27.97,16.34,16.98,2.8,0.09,0.22,0,0.39,1.21,2.84,8.79,1.03,3.15,0.09,28%,2.63,85%,81%,11.94,0.04,0.17,1.03,
Inj,  ,Matteo Degano,£9K  £28K,1.29,114,Austrian Premier Division,,,,5.59,0.24,93,,,0.09,,0.01,,0.01,0.07,50%,3.67,0.6,9%,2.65,0.24,9%,4,12.2km,0.78,44.73,39.32,9.5,9.14,3.07,0.06,0.12,0.06,1.02,1.5,1.92,13.95,0.48,1.5,0.96,66%,1.5,81%,88%,6.55,0.18,0.18,0.72,
,  ,Ćiril Pelin,£1M  £3.1M,1.19,114,Croatian First League,,,,4.59,0.36,153,12%,428.71,0.11,,0.18,0.21,0.18,0.1,29%,0.87,0.03,14%,2.52,0.36,14%,12,12.5km,3,30.32,25.31,15.02,19.64,2.22,0.69,1.77,0.51,0.39,0.66,1.86,2.88,1.11,3.39,0,19%,2.34,86%,83%,12.24,0.03,0.24,1.11,0.18
Wnt,  ,Dominik Fischer,£85K  £250K,0.89,110,Austrian Premier Division,,,,5.55,0.56,138,19%,559,0.04,,0.06,0.16,0.06,0.07,52%,1.85,0.04,15%,3.7,0.56,15%,14,12.9km,1.89,30.39,25.24,15.46,19.92,2.54,0.28,0.85,0.44,0.4,0.68,1.21,3.42,1.09,3.14,0,33%,2.46,88%,83%,11.55,0.08,0.12,1.09,
,  ,Romeo Brkić,£110K  £325K,1.16,111,Croatian First League,,,,6.15,0.22,196,17%,955.33,0.03,,0.07,0.09,0.07,0.13,33%,3.96,0.5,10%,2.04,0.22,11%,7,12.1km,0.53,46.13,41.45,13.06,15.86,5.53,0.09,0.57,0.19,0.88,1.7,2.39,10.17,1,2.54,0.63,64%,2.76,90%,90%,7.94,0.22,0.09,1,
,  ,Lei Preedy,Not for Sale,1.35,118,cinch Premiership,,,,6.23,0.07,286,,,0.05,,0.02,,0.02,0.11,0%,4.25,0.59,10%,0.61,0.07,11%,3,11.5km,0.17,54.32,49.68,5.8,3.36,4.05,0,0.15,0,0.46,1.4,1.63,14.95,0.37,1.46,1.31,68%,1.22,69%,91%,3.81,0.28,0.07,0.37,0.04
Wnt,  ,Ante Ikić,£850K  £2.5M,1.94,118,Croatian First League,,,,5.36,0.5,138,14%,"2,319.00",0.11,,0.03,0.04,0.03,0.11,29%,2.95,0.31,21%,2.33,0.5,22%,13,11.6km,1.13,43.51,37.88,14.59,11.91,4.39,0.04,0.27,0.08,0.7,0.78,1.47,13.12,0.93,2.79,0.43,55%,2.45,75%,87%,11.14,0.12,0.19,0.93,0.08
,  ,James McMillan,£1.1M  £3.4M,1.24,111,cinch Premiership,,,,3.64,0.94,113,33%,"2,791.00",0.07,,0.01,0.03,0.01,0.14,67%,2.32,0.03,13%,6.84,0.94,14%,29,12.8km,2,33.96,28.51,15.38,18.19,3.97,0,0.1,0.06,0.68,1.13,2.55,9.42,1.61,2.71,0.13,64%,2.06,74%,84%,11.87,0.19,0.16,1.61,
,  ,Roman Bleha,£500K  £1.5M,1.21,112,Croatian First League,,,,3.18,1.18,89,,,0.03,,0.01,,0.01,0.12,33%,0.97,0.04,15%,7.43,1.18,16%,33,12.8km,2.29,33.56,28.06,14.94,17.34,3.54,0.07,0.11,0.04,0.57,1.86,2.57,8.76,1.68,2.64,0.07,30%,2.61,79%,84%,11.26,0.18,0.11,1.68,0.07
,  ,Jacob Solly,£20M  £59M,1.17,125,cinch Premiership,,,,4.22,0.39,97,,,0.04,,0,,0,0.09,0%,1.65,0.26,15%,2.92,0.52,18%,9,12.8km,1.22,44.74,38.34,17.28,17.19,5.74,0.04,0.04,0,0.96,0.96,2.52,7.4,0.87,2.44,0.04,39%,2.57,83%,86%,9.4,0.22,,0.87,
Lst,  ,Mark Tully,£45K,0.72,78,cinch Premiership,,,,5.22,0.73,144,,,0.04,,0,,0,0,,2.54,0.18,11%,6.31,0.73,11%,20,13.2km,1.7,37.87,32.21,13.89,23.14,2.5,0,,,0.83,1.81,2.9,5.15,0.83,2.29,0.07,49%,2.25,86%,85%,10.41,0.04,0.11,0.83,
Wnt,  ,Abel Okafor,£5.4M  £16M,1.51,124,Greek Super League 1,,,,5.19,0.39,199,15%,287.83,0.17,,0.24,0.31,0.24,0.11,35%,0.83,0,15%,2.58,0.39,15%,15,12.4km,2.63,29.31,25.14,15.27,18.81,1.88,0.63,2.08,0.73,0.36,0.78,2.11,4.43,0.94,3.07,0,16%,2.66,89%,86%,12.38,0,0.29,0.94,0.13
,  ,Oleksiy Napolov,£950K  £2.9M,1.25,114,Greek Super League 1,,,,3.79,0.25,106,,,0.07,,0.01,,0.01,0.06,0%,2,0.11,9%,2.64,0.25,9%,7,12.7km,0.93,47.54,40.86,16.86,14.29,6.04,0.07,0.14,0,0.82,1.21,2.82,9.43,0.82,2.57,0.82,53%,2.86,78%,86%,9.75,0.07,0.07,0.82,0.11
,  ,Pasquale Petrini,£2.3M  £7M,1.38,119,Greek Super League 1,,,,3.99,0.37,162,,,0.06,,0.02,,0.02,0.18,0%,2.31,0.15,16%,2.24,0.37,16%,15,13.3km,1.97,47.52,41.15,17.65,16.12,6.13,0.02,0.1,0,0.79,0.91,2.78,10.95,0.64,2.66,0.27,58%,3.1,81%,87%,9.16,0.2,0.1,0.64,0.05
,  ,Aurélien Brun,£10K  £35K,1.08,96,Greek Super League 1,,,,6.91,0.29,168,10%,"1,094.00",0.18,,0.09,0.08,0.09,0.1,29%,2.88,0.95,7%,4.07,0.29,7%,7,12.0km,0.62,47.26,41.59,14.97,15.71,5.35,0.41,0.86,0.25,0.66,1.15,2.14,12.5,1.07,2.18,0.99,42%,1.89,68%,88%,8.31,0.08,0.29,1.07,0.16
,  ,Roni Wahyono,£1.1M  £3.3M,1.45,119,Greek Super League 1,,,,3.86,0.28,111,9%,"1,294.50",0.04,,0.07,0.07,0.07,0.09,32%,2.26,0.17,14%,1.98,0.28,14%,8,12.7km,0.66,45.96,40.67,13.8,14.43,5.21,0.24,0.76,0.24,0.59,1.15,2.26,13.9,1.08,2.89,0.45,59%,3.13,78%,89%,8.31,0.35,0.14,1.08,0.07
Wnt,  ,Kylian Henry,£40K  £120K,1.41,115,Greek Super League 1,,,,3.99,0.42,124,,,0.08,,0.01,,0.01,0.05,20%,1.38,0.13,16%,2.61,0.42,16%,13,12.3km,1.03,46.13,39.72,16.79,15.95,5.37,0.06,0.16,0.03,1.06,1.51,2.16,13.03,1,1.87,0.77,35%,2.06,81%,86%,9.55,0.06,0.23,1.29,0.1
,  ,Damion Sawyers,£900K  £2.7M,1.23,106,Greek Super League 1,,,,5.42,0.62,165,,,0.11,,0.03,,0.03,0.11,0%,2.76,0.39,21%,2.86,0.62,22%,19,12.3km,0.95,47.82,41.39,13.85,15.59,6.01,0.1,0.26,0,0.69,1.12,2.2,10.27,1.02,2.72,0.46,51%,3.05,87%,87%,9.03,0.07,0.07,1.02,0.07
,  ,Roger N'Guessan,£5M  £15M,1.67,131,Greek Super League 1,,,,3.96,0.29,192,,,0.09,,0.03,,0.03,0.06,9%,1.5,0.08,24%,1.2,0.29,24%,14,12.5km,1.26,47.4,41.96,14.26,13.77,6.14,0.19,0.47,0.04,0.64,0.8,2.53,13.27,0.62,2.84,0.84,38%,3.46,83%,89%,9.05,0.12,0.16,0.62,0.08
,  ,Hugo Santos,£80K  £240K,1.18,92,Greek Super League 1,,,,6.9,0.32,153,,,0.03,,0,,0,0.02,75%,5.14,0.45,11%,2.75,0.32,11%,7,12.1km,0.54,45.81,38.06,13.57,16.1,5.37,0.09,0.18,0.14,0.68,1.44,2.07,7.44,0.86,3.02,0.14,75%,2.75,78%,83%,8.12,0.14,0.05,0.86,
,  ,Akihiro Nakagawa,£3.4M  £10M,1.87,127,Turkish Super League,,,,4.31,0.14,94,,,0.15,,0.03,,0.03,0.25,67%,2.43,0.23,6%,2.29,0.14,6%,3,12.1km,1.1,48.67,42.29,14.82,13.49,6.51,0,0.14,0.09,0.73,1.61,2.71,12.98,1.1,2.39,0.28,56%,2.84,87%,87%,8.99,0,0.18,1.1,
Wnt,  ,Volkan Çelik,£90K  £275K,0.8,100,Turkish Super League,,,,4.94,0.35,142,11%,517,0.14,,0.22,0.17,0.22,0.14,23%,0.45,0,10%,3.38,0.35,10%,10,12.0km,2.82,32.69,27.99,14.97,22.56,1.85,0.45,1.53,0.35,0.52,0.84,1.81,3.38,0.8,2.96,0,9%,2.12,85%,86%,11.7,0.03,0.24,0.97,0.07
Wnt,  ,Gentrit Salihu,£8M  £24M,2.07,136,Turkish Super League,,,,5.07,0.18,201,,,0.08,,0.08,,0.08,0.11,11%,3.48,0.33,15%,1.11,0.18,16%,7,13.1km,1.44,54.13,47.56,14.77,11.76,5.65,0.23,0.68,0.08,0.58,0.78,2.65,14.52,0.66,2.68,0.38,69%,2.95,79%,88%,9.87,0.28,0.13,0.66,0.13
,  ,Cerem Çağlayan,£3.5M  £10.5M,1.48,119,Turkish Super League,,,,5.41,0.57,226,,,0.07,,0.02,,0.02,0.1,25%,3.25,0.57,19%,2.99,0.57,19%,24,12.7km,1.08,45.36,39.26,16.89,13.95,5.41,0.07,0.19,0.05,0.86,1.32,2.63,13.78,1.05,2.87,1.03,60%,3.28,88%,87%,9.71,0.07,0.1,1.05,0.12
,  ,Metincan Yaran,£450K  £1.3M,1.1,105,Turkish Super League,,,,4.52,0.47,115,14%,"2,291.00",0.05,,0.01,0.04,0.01,0.05,14%,2.04,0.12,22%,2.12,0.47,22%,12,12.3km,1.41,47.81,40.62,14.1,16.58,6.05,0.16,0.27,0.04,0.94,1.53,2.51,10.1,0.79,2.4,1.3,45%,2.36,75%,85%,8.64,0.04,0.08,0.79,
Inj,  ,Abdülkadir Ekmen,£110K,1.31,107,Turkish Super League,,,,4.13,1.01,53,100%,"1,154.00",0.17,,0.04,0.08,0.04,0.57,100%,2.34,0.23,21%,4.76,1.01,21%,13,13.7km,2.57,38.29,31.35,14.82,15.91,4.76,0,0.08,0.08,0.78,1.09,2.5,8.97,1.4,2.96,0.08,57%,2.81,86%,82%,12.01,0,0.16,1.4,0.08
Wnt,  ,Ramazan Bozdağ,£16K  £45K,0.53,96,Turkish Super League,,,,5.05,0.43,82,,,0.04,,0.01,,0.01,0.04,0%,2.47,0.18,11%,3.64,0.43,12%,7,12.7km,1.11,44.32,37.97,13.62,18.06,5.18,0,0.18,0,0.68,1.36,2.53,11.77,1.54,2.71,0.43,49%,3.02,80%,86%,9.68,0.06,0.06,1.54,0.06
,  ,Bekzat Sherimbetov,Not for Sale,1,110,Turkish Super League,,,,4.97,0.44,135,13%,815,0.13,,0.1,0.11,0.1,0.11,30%,1.44,0,16%,2.65,0.44,17%,12,12.8km,1.95,30.37,26.21,15.87,14.87,3.09,0.18,0.85,0.26,0.48,0.81,1.55,3.68,0.96,3.68,0,29%,2.17,83%,86%,11.41,0.07,0.15,0.96,0.11
,  ,Arnau,£18K  £55K,1.39,106,Turkish Super League,,,,4.12,0.54,92,,,0.03,,0.02,,0.02,0.08,20%,1.25,0.27,25%,2.11,0.54,26%,12,12.6km,0.85,47.29,42.09,17.08,18.47,5.83,0.09,0.22,0.04,0.94,1.39,2.73,9.01,0.76,2.55,0.4,30%,2.55,74%,89%,9.01,0.22,0.04,0.76,
,  ,İbrahim Şentürk,£1.4M  £4.2M,2.08,115,Turkish Super League,,,,3.34,0.3,33,33%,890,0.06,,0.03,0.1,0.03,0.11,33%,2.12,0.1,13%,2.33,0.3,13%,3,13.5km,2.12,45.1,39.84,17.8,14.76,4.85,0.1,0.3,0.1,0.81,0.91,2.63,11.53,0.61,2.83,0.2,64%,2.93,85%,88%,8.09,0.1,,0.61,
Wnt,  ,Carlos,Not for Sale,0.81,102,Turkish Super League,,,,4.01,0.51,103,17%,"2,314.00",0.17,,0.03,0.04,0.03,0.13,33%,1.56,0.19,18%,2.72,0.51,19%,13,12.7km,0.86,47.18,42.08,15.87,14.2,5.56,0,0.23,0.08,0.82,1.44,2.45,12.6,0.86,2.49,0.58,39%,2.68,81%,89%,10.11,0.12,0.31,0.86,0.08
Wnt,  ,Dušan Radaković,£180K  £550K,1.41,117,Turkish Super League,,,,5.57,0.27,207,,,0.11,,0.05,,0.05,0.1,11%,3.53,0.75,11%,2.42,0.27,11%,10,12.8km,0.75,46.52,39.52,18.39,12.79,5.3,0.16,0.48,0.05,0.57,1.08,2.02,16.88,0.86,2.85,0.65,63%,2.8,79%,85%,8.7,0.24,0.16,0.86,0.08
Inj,  ,Ümmet Vezir,£1K  £3K,0.6,93,Turkish Super League,,,,5.7,0.67,34,,,0.15,,0.19,,0.19,0.19,0%,2.68,0.5,19%,3.52,0.67,19%,4,12.5km,0.5,46.42,41.56,16.76,14.41,5.03,0.17,1.01,0,0.17,1.17,1.68,9.55,1.01,3.02,0.67,47%,3.18,83%,90%,6.87,0,0.17,1.01,
,  ,Behar Elmazi,£1M  £3.1M,1.09,108,Turkish Super League,,,,5.28,0.15,171,25%,"2,913.00",0.05,,0.01,0.03,0.01,0.07,25%,3.55,0.62,7%,1.98,0.15,8%,5,12.3km,1.08,46.75,40.32,15.32,15.85,5.59,0.06,0.12,0.03,0.62,1.24,2.63,11.03,0.96,1.95,0.53,67%,2.66,85%,86%,8.68,0.15,0.06,0.96,0.03
Wnt,  ,Álvaro,£10K  £30K,0.17,90,Turkish Super League,,,,5.23,1.02,87,,,0.11,,0.05,,0.05,0.11,0%,2.46,0.42,13%,7.51,1.02,14%,17,12.9km,1.02,41.46,35.15,15.44,20.01,4.15,0.06,0.42,0,0.48,1.62,2.28,7.21,1.56,2.22,0.72,47%,1.74,74%,85%,9.13,0.18,,1.56,0.06
,  ,Ante Fumić,£12K  £35K,1.6,95,Turkish Super League,,,,6.05,0.36,167,,,0.08,,0.02,,0.02,0.08,33%,3.98,0.58,17%,2.1,0.36,17%,10,11.8km,0.98,46.67,40,13,13.79,5.32,0.07,0.22,0.07,0.83,1.52,2.46,12.42,0.94,2.1,0.29,66%,2.24,78%,86%,8.22,0.14,0.14,0.94,0.04
,  ,Almeida,Not for Sale,1.43,152,Eredivisie,,,,5.19,0.19,191,12%,301.36,0.15,,0.24,0.3,0.22,0.1,49%,1.41,0.11,7%,2.66,0.19,7%,7,12.0km,2.44,40.13,33.94,14.96,15.29,2.5,0.76,2.42,1.19,0.3,0.46,1.93,5.48,0.87,3.12,0.08,27%,2.44,83%,85%,11.89,0,0.54,0.87,0.05
,  ,Daniele Torromino,£2.1M  £6.2M,1.58,122,Eredivisie,,,,3.7,0.5,112,,,0.06,,0.05,,0.05,0.2,0%,2.08,0.07,11%,4.49,0.5,11%,15,12.8km,1.59,43.93,37.06,15.23,15.39,4.99,0.07,0.23,0,0.86,1.22,2.71,9.41,1.16,2.71,0.1,56%,2.44,81%,84%,10.47,0.07,0.13,1.16,0.07
,  ,Pascal Ramselaar,£16K  £50K,1.57,70,Eredivisie,,,,6.22,0.8,62,,,0.08,,0,,0,0,,3.31,0.4,20%,4.01,0.8,20%,8,12.9km,0.9,44.15,35.72,15.55,19.26,4.62,0,,,0.7,1.1,2.31,3.61,0.6,2.41,0,53%,2.61,90%,81%,8.13,0,0.1,0.6,
,  ,Antonius Remacle,£1.5M  £4.5M,1.18,118,Eredivisie,,,,6.85,0.27,101,10%,"1,327.00",0.02,,0.08,0.07,0.08,0.11,50%,4.07,0.34,19%,1.42,0.27,19%,4,12.2km,1.29,45.37,39.4,17.43,13.02,5.29,0.2,0.68,0.34,0.61,0.81,2.24,10.72,0.68,2.78,0.75,59%,2.58,81%,87%,8.21,0.27,0.07,0.68,
,  ,Emmanuel Boivin,£1.1M  £3.2M,1.03,118,Eredivisie,,,,6.82,0.03,206,8%,"2,717.00",0.07,,0.06,0.03,0.06,0.14,17%,4.67,0.56,20%,0.17,0.03,20%,1,11.4km,0.46,56.48,49.02,6.62,4.21,3.81,0.07,0.4,0.07,0.53,1.26,1.69,14.11,0.36,1.36,0.93,68%,0.93,70%,87%,4.6,0.23,0.26,0.36,
,  ,Giovanni Campana,Not for Sale,0.61,118,Eredivisie,,,,3.92,0.16,50,,,0.05,,0.04,,0.04,0.17,33%,1.88,0.08,8%,2.2,0.39,18%,2,12.2km,1.18,46.18,41.47,14.5,15.6,6.04,0,0.24,0.08,0.78,1.65,2.59,8.55,0.86,2.67,0.16,48%,3.14,91%,90%,10.27,0.31,0.16,0.86,0.08
Wnt,  ,Hanky Bus,£850K  £2.5M,1.52,117,Eredivisie,,,,4.19,0,68,,,0.1,,0.07,,0.07,0.14,38%,1.54,0.06,,0.06,0,0%,0,13.0km,0.68,50.3,44.69,12.82,6.97,3.58,0.06,0.49,0.18,0.37,0.43,1.66,10.48,0.68,3.02,0.06,37%,2.16,90%,89%,9.25,0,0.43,0.68,0.06
Lst,  ,Dimitrije Mišić,£1.8M,0.88,107,Eredivisie,,,,4.25,0.22,137,,,0.05,,0.02,,0.02,0.06,25%,2.11,0.09,12%,1.68,0.22,13%,7,12.4km,1.37,46.41,41.32,16.39,18.25,5.62,0.09,0.25,0.06,0.59,1.58,2.39,10,0.93,2.11,0.65,50%,2.2,89%,89%,7.85,0.25,0.06,0.93,
Ret,  ,Massimo Asteriti,£26K  £80K,1.83,118,Eredivisie,,,,4.97,0.25,80,,,0.19,,0.08,,0.08,0.09,38%,1.86,0.56,10%,2.36,0.25,11%,4,12.2km,1.86,38.36,34.2,13.41,13.41,4.66,0.31,0.99,0.37,0.31,0.99,2.05,11.17,1.18,3.1,0.25,38%,2.54,72%,89%,10.68,0.12,0.25,1.18,0.19
,  ,Oliver Piwernetz,£2M  £6M,1.47,126,Eredivisie,,,,3.8,0.77,49,,,0.14,,0.01,,0.01,0.07,0%,2.09,0.08,12%,6.2,0.77,13%,10,12.9km,2.48,35.09,28.97,16.19,17.97,3.33,0,0.08,0,0.85,2.25,2.79,9.22,1.39,3.95,0.15,55%,2.94,75%,83%,11.85,0.31,0.08,1.39,0.08
,  ,Lukas Sulak,£9M  £27M,1.53,130,Eredivisie,,,,4.45,0.61,116,14%,335.43,0.11,,0.18,0.27,0.18,0.09,45%,1.53,0.04,16%,3.68,0.61,17%,16,12.3km,2.76,37.95,31.51,13.49,18.86,2.49,0.69,1.95,0.88,0.15,0.5,1.88,4.64,1.23,3.3,0,34%,2.61,84%,83%,12.07,0,0.08,1.23,0.19
,  ,Wayne Swan,£10.5M  £31M,1.49,132,Eredivisie,,,,4.2,0.47,135,4%,964.67,0.11,,0.25,0.09,0.25,0.11,38%,0.75,0.06,20%,2.24,0.47,21%,15,12.6km,2.46,31.97,26.81,15.7,16.3,2.11,0.72,2.21,0.84,0.28,0.68,1.87,3.14,1.15,3.45,0,18%,2.89,93%,84%,11.85,0.03,0.4,1.15,0.09
,  ,André Oliveira,£4.7M  £14M,1.03,120,Eredivisie,,,,4.23,0.24,140,13%,"2,976.00",0.08,,0.02,0.03,0.02,0.08,25%,2.06,0.24,9%,2.66,0.24,9%,8,12.6km,1.24,47.48,42.22,14.09,14.85,5.81,0.06,0.24,0.06,0.48,1.51,2.12,12.55,1.12,2.69,0.51,49%,2.96,88%,89%,8.53,0.12,0.15,1.12,0.09
